# BEAST v1.8.3
# Generated Thu Mar 09 09:46:24 PST 2017 [seed=1489081582878]
# -beagle_scaling dynamic -threads 1 -beagle_SSE -beagle_instances 1 -beagle_GPU -beagle_cuda infile.xml
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(Calathea)	tmrca(Goeppertia)	tmrca(Straminea1e2)	yule.birthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	speciation
5180000	-14880.556004915328	-490.8741250307833	-14389.681879884545	45.8008585941399	42.8582566368245	38.98355071931004	38.52987392175471	0.13078240882446857	3.988219995507987	0.1680689933309486	0.2548738849451186	0.24657115484889708	0.3304859668750357	0.89645787336972	0.0027752823117743993	0.6655208632933303	0.002688533066631429	0.6958410593244154	-0.07006307631452802	-12624.811146728685	-1764.8707331558608	-482.6132874150979
5200000	-14892.074103542593	-496.4103510577691	-14395.663752484823	45.266150044983995	43.755499798517015	40.8257614994836	34.8572096730456	0.11729083377837513	4.356734074068423	0.18523853587117936	0.2560589638111304	0.2240556812348339	0.3346468190828563	0.8636060517461037	0.002729502155407359	0.5631327292631217	0.002664985597579609	0.5565222599075206	0.056501969909385705	-12630.793019328963	-1764.8707331558608	-488.4860716880502
5220000	-14873.704501660537	-482.61859537493643	-14391.0859062856	48.22613513633936	44.651513602728436	37.28568792220686	30.520431047248877	0.14076791715918144	3.756148435775874	0.18560043026212308	0.2556970694201867	0.2289297839547003	0.32977271636298994	0.8401620138787808	0.002558575073359	0.5135171543442527	0.0027388790236640534	0.5285095545149219	0.027788545221198016	-12626.215173129738	-1764.8707331558608	-474.18742876415973
5240000	-14882.220818335545	-506.65371807314136	-14375.567100262404	46.27774591483859	45.42536097197941	37.58514117983108	32.408822906314896	0.10140217914056378	4.258778155711504	0.16890421058987076	0.23940731689406963	0.24271215970788546	0.34897631280817415	0.7648629999994034	0.0023540532507626646	0.5625497990974871	0.002406738282564888	0.602269516450252	0.04751506741213586	-12610.696367106544	-1764.8707331558608	-498.9217900823973
5260000	-14879.894180493942	-491.1937421270814	-14388.70043836686	45.149296880466764	40.5140333910214	37.66511688594564	33.99528957040918	0.12298769487011618	4.038678159696202	0.17767470156534754	0.25678478201255955	0.2163051123747843	0.3492354040473086	0.7605921610068026	0.002394400191974613	0.5622136300747902	0.0026876405419220817	0.5661865878010385	0.0894844026414256	-12623.829705211	-1764.8707331558608	-483.8909861459137
5280000	-14893.774357266257	-510.73474673346755	-14383.039610532789	48.02599732368954	45.175080158232774	39.176202931694476	38.68171687463701	0.09994460791152955	4.239046327231855	0.1709751619326038	0.27060911273353677	0.24054304082338965	0.31787268451046974	0.8543403984320485	0.002174999346065685	0.6029683707961878	0.002447700108894594	0.6686854922854015	0.05173059945038434	-12618.16887737693	-1764.8707331558608	-502.481385511202
5300000	-14866.599646392518	-485.120350406523	-14381.479295985995	42.743036971479185	39.934760104365154	36.943747939383144	36.887052120533895	0.13411827308433696	3.9796557319012273	0.17064209900171662	0.24554337014866517	0.2535924264548785	0.3302221043947397	0.7275351406531522	0.0027314408981098247	0.5806175087925068	0.0028461426741899524	0.6298186741987523	-0.09854104031642592	-12616.608562830133	-1764.8707331558608	-477.40805579648236
5320000	-14898.429908749873	-485.0428559884385	-14413.387052761434	45.420629493035996	43.28956523176428	38.004773580810166	29.475250108876118	0.10972993315477925	3.9401917117642156	0.17064209900171662	0.2593819158546237	0.22993343904903074	0.3400425460946289	0.7634822411250467	0.002702126571184905	0.4907206206998377	0.002906803966726074	0.5567619858146593	0.027207435168059336	-12648.516319605575	-1764.8707331558608	-476.9651848552078
5340000	-14877.88699648369	-485.12203311774846	-14392.764963365942	45.288389632440044	44.58030136054448	33.95034500405873	33.11933094832716	0.12533477154405007	4.008424063555131	0.17149936405168523	0.25316993126966586	0.24953759669034936	0.3257931079882995	0.7743178324601364	0.0027785012461995057	0.5645016741733996	0.002875804935401434	0.6157673819718601	0.04273275239392186	-12627.89423021008	-1764.8707331558608	-476.9254926090516
5360000	-14873.328015145364	-482.8098329110383	-14390.518182234326	44.07145935874001	42.76447336400894	39.3393829296208	27.78112509758498	0.14497253072110178	4.196957615814495	0.17543699324369372	0.25105325432799663	0.23100234457706437	0.34250740785124534	0.8321169350915119	0.0028280532009291475	0.6150318879100721	0.0028981669834436032	0.7112697531845628	-0.004089423144073828	-12625.647449078464	-1764.8707331558608	-473.32065017728377
5380000	-14899.322631915677	-483.34264079903835	-14415.979991116637	43.368140180902536	42.90765374632656	36.04739994402307	35.494654610961675	0.12593457304304115	4.464876026148058	0.18027089906723517	0.2567117531591535	0.2358443689291661	0.32717297884444524	0.785585738392671	0.002702114732574825	0.5609366398661225	0.0029729608387017675	0.6040463655998768	-0.016234659507692675	-12651.109257960778	-1764.8707331558608	-475.6395457746773
5400000	-14887.770963328416	-470.39057894847235	-14417.380384379943	41.669309096696416	40.086964438418995	35.99994315043298	34.921216166259086	0.13102904759349154	4.34919060478707	0.1626479637171483	0.25309311539611545	0.23507582795373064	0.34918309293300565	0.752761321639663	0.003043251545087725	0.5187645784216576	0.003113080848465001	0.5355693390123806	0.030602501247190158	-12652.509651224083	-1764.8707331558608	-462.4544715028169
5420000	-14898.865062839792	-492.5712611477656	-14406.293801692027	46.40246698849502	43.727977279637976	40.59084724614593	37.11798126214112	0.12180118646123794	4.381340726081156	0.17008389637997226	0.2584983774370524	0.23134459436820196	0.34007313181477344	0.7592265325555337	0.0025336334938744444	0.5482292956613309	0.0026470713759923215	0.6355191343939909	0.02426281192681314	-12641.423068536165	-1764.8707331558608	-484.7737505825732
5440000	-14882.530026398541	-483.9311875467423	-14398.598838851798	43.43283755868829	43.27602425023269	37.291104351470835	33.3765271157823	0.11465788699268799	4.064651807348747	0.17473751174161123	0.255275323429053	0.22991403301456234	0.34007313181477344	0.7905253248228585	0.002629861398820587	0.629422217260012	0.002847794658997408	0.7267134887572305	-0.0041203408642389505	-12633.728105695938	-1764.8707331558608	-476.331975188154
5460000	-14866.902082598108	-491.1585732442168	-14375.743509353892	45.054996256800344	44.34932778658441	31.764649993496484	30.838564248041717	0.10722883934952943	3.805028547237019	0.1835376698998139	0.255275323429053	0.23224853112525096	0.3289384755458821	0.7388519876632371	0.002717798090467055	0.6143902771168634	0.002834775956052971	0.6635228275963905	0.03123144549968501	-12610.87277619803	-1764.8707331558608	-482.0589521651168
5480000	-14867.42379253626	-488.42444260181014	-14378.99934993445	40.22597945399952	39.14352471349016	31.376137543382292	29.588360109113044	0.11571145292508567	4.0848362154722455	0.17956254183665157	0.2499008958335718	0.21888621265572375	0.3516503496740529	0.9163378899050528	0.0025502795582289252	0.5598375863712272	0.002811448237000831	0.5918015584174623	0.05589281901553299	-12614.12861677859	-1764.8707331558608	-477.90381512962904
5500000	-14900.621375408009	-502.6785028839875	-14397.942872524021	46.11133801943843	45.709999635728714	34.14033321239517	33.87515237955047	0.10820860254274195	4.348771195532241	0.17812087251828632	0.24581323290708346	0.21481118271596217	0.36125471185866814	0.8122752548663311	0.0025148658839135663	0.5740022621668533	0.0026127545471147456	0.6145284963258405	1.7714582791635017E-4	-12633.072139368162	-1764.8707331558608	-494.3612302878134
5520000	-14886.499161433483	-500.53017671883885	-14385.968984714644	45.23018164555163	44.28664531788349	35.689351172922855	32.138079813278885	0.11837167905943337	3.9619396968630625	0.1769896027833207	0.2597659902272431	0.22308498952795583	0.34015941746148043	0.8206336102021237	0.0022126492936754374	0.5390320059387644	0.0023957318318594406	0.592543500810027	0.06248156597460357	-12621.098251558782	-1764.8707331558608	-492.77849564156395
5540000	-14875.60171651132	-501.07601906326664	-14374.525697448054	46.71415921113165	42.29859823854229	39.44469592360524	37.28793668763042	0.11585133925979506	4.002417601006701	0.17003685947079825	0.26460068199454717	0.22397291425993118	0.3413895442747235	0.7360483746912739	0.0023433175286597056	0.5514067707018449	0.002486973122182475	0.6155739404351953	-0.0023120493828900856	-12609.654964292195	-1764.8707331558608	-493.7303825659786
5560000	-14878.527515593278	-494.226368379869	-14384.30114721341	46.27809256708577	45.795208949982104	36.92511716061696	29.972684983664056	0.1299715827104294	3.8664475871415673	0.17003685947079825	0.2426966348953284	0.24587696135914996	0.3413895442747235	0.8716895037319775	0.00258595855163029	0.6000199817058026	0.0027517153962099187	0.6476597805612707	0.07599180618235914	-12619.430414057548	-1764.8707331558608	-485.3778121171514
5580000	-14901.90876226977	-492.38060364653927	-14409.52815862323	49.874306554853206	47.7149863011465	38.71575547057071	37.94517045955022	0.11800036341484417	4.062027971410961	0.17003685947079825	0.24494177677515544	0.24363181947932291	0.3413895442747235	0.8108600772255485	0.0026235987955345657	0.5386490748869838	0.002832194018776479	0.6483266589909312	-6.619328948695623E-4	-12644.65742546737	-1764.8707331558608	-483.28778900014794
5600000	-14865.615458929375	-476.4522441098509	-14389.163214819524	44.006453102091484	43.36812441151044	36.46170591599834	35.020854628817865	0.11723806019336468	3.9440515145165653	0.18445687344870632	0.24142005108111636	0.22830618599575253	0.3458168894744249	0.8023167653762563	0.0027544553011490933	0.563537005351146	0.002944710999525189	0.6438033947168564	-0.013959658156081856	-12624.292481663664	-1764.8707331558608	-468.9639836028684
5620000	-14880.423911599886	-477.3688456977613	-14403.055065902125	44.68102811163517	44.26165744708146	35.29948921705664	34.24105637923756	0.12342759655005733	3.906285641042989	0.18275008562737263	0.2523797531159852	0.2338658115711103	0.33100434968553194	0.8519112965766551	0.0029173201101982014	0.41501909479044885	0.00311176863501065	0.45047883196175814	0.011951993867349063	-12638.184332746265	-1764.8707331558608	-469.6896752427163
5640000	-14874.51654661326	-486.23919930974506	-14388.277347303516	48.22102024874736	47.384655315519296	37.83302541125804	35.30892184174007	0.1283492516353586	4.241704911955032	0.17467752627216152	0.2585731325902217	0.23697365985356175	0.32977568128405516	0.7598720777165808	0.0030094463633324035	0.5556706889842867	0.003079075256448773	0.6411131417136745	-0.1085261856975098	-12623.406614147654	-1764.8707331558608	-477.632850541026
5660000	-14885.714257076022	-479.0818823331944	-14406.632374742829	44.26510827487826	42.7112342238658	35.34581267119018	34.13435054919586	0.13798903855203845	3.8613949163512666	0.17424017151085391	0.2501093589698951	0.24391681972465784	0.33173364979459324	0.9689529759137525	0.0028818278278863107	0.48713677181770404	0.003039405543524593	0.5203061958815167	-0.009539703763296867	-12641.761641586967	-1764.8707331558608	-471.1149912985793
5680000	-14904.361580201969	-491.55188182684753	-14412.80969837512	44.400565002961166	41.87061325087792	36.08503761626621	34.103133951304784	0.115975398531202	4.023935350774024	0.15870731738533728	0.2540966641259209	0.23200935009874588	0.355186668389996	0.725837264528046	0.002681094552405645	0.44367850818242377	0.0027337621858656925	0.4672731220449687	0.1233971898400949	-12647.93896521926	-1764.8707331558608	-484.4290135852773
5700000	-14856.642036191894	-487.8201595537184	-14368.821876638176	46.51367134710459	43.95128500046036	38.16352766050313	36.01796025999807	0.11826129290943621	4.366158337779011	0.172442467930891	0.25511151637972274	0.22886072210152478	0.34358529358786155	0.8043315312449877	0.0026461584860256447	0.5070047238765473	0.0027492315906367656	0.5276505531769856	0.06255277231759408	-12603.951143482316	-1764.8707331558608	-480.27633415574945
5720000	-14876.670362939221	-488.33748484800907	-14388.332878091212	45.19810672383899	44.95626917229912	40.180210342144946	33.16350106075355	0.11912319407602462	4.1903000846083325	0.17215654743509912	0.2644109249888323	0.22829584669382427	0.3351366808822444	0.7721719509197524	0.002754209688698457	0.4849774170648261	0.0028485061688869684	0.5240112415895645	-0.042952844999218226	-12623.46214493535	-1764.8707331558608	-480.5761594541729
5740000	-14890.976937535332	-492.96747525331796	-14398.009462282014	50.86352701221643	48.1455997897213	34.42055752917594	32.174466539528886	0.12287632678956217	3.8961279478533677	0.17329273954578603	0.25901257013894136	0.23061537708259194	0.33707931323268076	0.7948515274055791	0.0026194812418952867	0.5034996957086149	0.0027420215833704764	0.5323830978279008	0.08258452853999985	-12633.138729126154	-1764.8707331558608	-483.25113944654004
5760000	-14883.724020042528	-489.20278633000083	-14394.521233712527	50.10570470085236	49.105526772076715	34.81331225847537	34.17366565575366	0.11037308618946802	4.402437165557562	0.17874186168174985	0.2605451761112149	0.234799072739208	0.32591388946782734	0.789167180168034	0.0028977012645326336	0.44531485751901756	0.0028260616268707454	0.4493665205327388	-0.03513898468788969	-12629.650500556667	-1764.8707331558608	-479.5102554601337
5780000	-14866.67915903674	-474.08312285279	-14392.59603618395	48.636093468250856	43.558952363266954	32.28082224593308	31.982365521520556	0.12600087919520458	4.162781923931396	0.17562199679076296	0.2605451761112149	0.23463576870192152	0.3291970583961007	0.8133820655503876	0.003031821782610179	0.5051864346978393	0.002975480509431675	0.5402586987915855	0.04190761800015331	-12627.725303028088	-1764.8707331558608	-464.95644715475044
5800000	-14908.989646943139	-502.52658591543627	-14406.463061027702	49.99748498862314	49.713672830519286	38.393592330763205	30.1466208555616	0.10879820936082683	3.9299918616945164	0.17381514779424403	0.2356476590477954	0.23218990389749322	0.35834728926046744	0.7456739144067102	0.002363475410179317	0.49216229649349974	0.0025233792097274638	0.5159014806322885	-0.05652996273429708	-12641.59232787184	-1764.8707331558608	-492.51393695915976
5820000	-14890.937813568395	-507.3761202274582	-14383.561693340936	50.146967828011604	48.13341878706018	35.84722531308824	32.29563713292968	0.11741943855839823	4.261592724433034	0.15398675352250066	0.25538780649020465	0.2528418222610826	0.3377836177262122	0.8216284913782529	0.002436910473108975	0.49854315648442565	0.0024981727333266385	0.5636103392883677	0.11911211764880017	-12618.690960185075	-1764.8707331558608	-498.0378072045522
5840000	-14877.244927820264	-481.851151836408	-14395.393775983855	48.01779626476681	44.941686562801394	37.144262882029075	36.674403320639875	0.13368832990417318	3.9640464531755524	0.16972768419823167	0.269006263163643	0.22588275330966823	0.3353832993284572	0.7782033115178009	0.0030375924570802846	0.4983369646853517	0.002976381909940622	0.5602208429447278	-0.07203571474465276	-12630.523042827996	-1764.8707331558608	-473.89860351628386
5860000	-14885.991683794853	-480.1939533422856	-14405.797730452567	46.37538471455376	46.01217101453256	32.58145745929618	32.561646247329264	0.12171857311294237	4.10554167194808	0.16673013187045937	0.24764188817063024	0.24161760310295022	0.34401037685596025	0.8706225691653441	0.0029534843131445274	0.49924093218348264	0.0028429817903622007	0.5760715434752144	0.06164956059892721	-12640.926997296705	-1764.8707331558608	-471.0378228492687
5880000	-14852.206914580425	-471.6196414850987	-14380.587273095327	42.28132133340138	41.32127434723696	30.95551512781154	30.86502967003825	0.14174709116369263	4.02618423103819	0.18780053790394016	0.26460719219548573	0.2175381189453992	0.330054150955175	0.8635373516488727	0.003184347917408446	0.5486298065928391	0.0030809106363176735	0.6112568993245893	-0.09163780242974334	-12615.716539939465	-1764.8707331558608	-461.6063291494611
5900000	-14877.102759093492	-489.4235690706857	-14387.679190022805	48.85803642745036	45.315135219569726	38.22829047634757	32.743096693003594	0.1290055585373608	4.243339543611631	0.18818406601396548	0.24640372826457968	0.2353580547662799	0.330054150955175	0.9078892665648256	0.0027207932508297606	0.500659353710497	0.002706767850127298	0.5410365957721139	-0.02174061076935799	-12622.808456866944	-1764.8707331558608	-481.01971600032215
5920000	-14858.999382601965	-468.271795260988	-14390.727587340978	41.578123903308786	41.3648185706903	34.43065449831679	33.765169868638935	0.13153872289645674	4.029163761314948	0.17565611107562754	0.24503714114552266	0.24569508326068235	0.33361166451816754	0.7988908065634962	0.003253408011345721	0.3982227722978293	0.003282555891680404	0.44305483044489846	0.027739393179630478	-12625.856854185116	-1764.8707331558608	-460.23729526710895
5940000	-14882.746510518475	-496.50639084419834	-14386.240119674276	47.39004808384933	44.561738485990865	37.73408719630755	36.536000250632505	0.11186546812848976	4.156995188825026	0.1709225481290277	0.2675288016568638	0.22259758272022775	0.3389510674938808	0.7738040529260749	0.0026850908871612063	0.5078948384988132	0.0027372176354399733	0.5646047425086121	0.0427054909439326	-12621.369386518416	-1764.8707331558608	-488.9177711978007
5960000	-14874.00953777211	-468.4873911502892	-14405.52214662182	44.607676724270114	40.861609995506846	34.7227925647502	30.812905212029982	0.14098660735018823	4.088026213071679	0.17442608862734663	0.2543338689169154	0.23493543543879541	0.33630460701694265	0.8370059752651641	0.003169027051207692	0.40050222620375975	0.0032423256374878107	0.4348418131806375	0.10548546490220125	-12640.651413465961	-1764.8707331558608	-460.08528241060367
5980000	-14909.11384871907	-490.409790497681	-14418.704058221389	47.26355185141218	44.44491237485783	35.74749266663931	34.061821168423066	0.11304790654287493	4.047612951139555	0.17912243927075547	0.2543338689169154	0.2307996103815283	0.3357440814308009	0.787889251124216	0.002690348288680797	0.4437268050738247	0.002817705446594133	0.4990174607415314	0.007601878996082875	-12653.833325065529	-1764.8707331558608	-482.84392663053364
6000000	-14855.691411765272	-491.453500023197	-14364.237911742075	45.61261161582946	43.532137574491834	38.19150635196471	36.52334032567885	0.12222666035935674	3.7801724523020095	0.1829190810847087	0.2498961415896011	0.2325242530172982	0.33466052430839205	0.7878596011725775	0.0025951428797339102	0.5657560818201371	0.0027209040167230063	0.6525922445854679	0.01978338102385626	-12599.367178586213	-1764.8707331558608	-484.05994426467436
6020000	-14889.659476745006	-490.75138674053005	-14398.908090004476	45.19070620494859	44.620530574198476	37.45480398834837	35.03823623878484	0.11537689137530405	4.400167489319259	0.16466467901448184	0.2557875196086429	0.23821915196174706	0.34132864941512825	0.7879871462079914	0.002688460439650631	0.41262706917854525	0.002765269624084704	0.4469905953556046	0.021770358299544518	-12634.037356848614	-1764.8707331558608	-483.3659092345499
6040000	-14868.142598389504	-476.1982117355673	-14391.944386653937	39.087594533875	38.41898654490895	34.56016379404723	33.28261355551231	0.13118070343236027	4.381944075771327	0.16466467901448184	0.26106802005181046	0.23293865151857954	0.34132864941512825	0.930648051039239	0.0029677617274248736	0.6546513815769112	0.003025042456096495	0.7730801773634628	-0.06657592780043733	-12627.073653498077	-1764.8707331558608	-466.59386034956873
6060000	-14893.632411134218	-491.92643173229175	-14401.705979401926	41.92643067179857	41.48154367535784	31.42196192438279	29.695017750199806	0.1186787404899964	4.0635188654238	0.1746338365454796	0.25087784526928714	0.24126924034799024	0.3332190778372431	0.7817327897623336	0.0026829103470932506	0.5761590324050151	0.002800426305943826	0.6454217773927352	0.07689541420119744	-12636.835246246064	-1764.8707331558608	-482.1585034325893
6080000	-14875.451527408493	-493.84320514272054	-14381.608322265773	39.726465875588445	39.60070168455491	32.97439698599448	30.358082640196557	0.12213050341106411	4.22792397798104	0.17621160589669296	0.25535757490742084	0.23420090711917738	0.3342299120767089	0.7998618265137745	0.003095432635233665	0.6239655077669841	0.0029080910884670377	0.7011874999524759	0.049424950015884296	-12616.737589109911	-1764.8707331558608	-483.97873186049765
6100000	-14881.628713791268	-482.9631969787063	-14398.665516812562	41.8535792782565	41.198609067632326	31.156632882154806	28.359626870121385	0.12209858570697164	4.501996314016981	0.17902232336901497	0.2403445684240701	0.24548552065384663	0.3351475875530684	0.8363057235037509	0.002808723630802665	0.5598046993033778	0.0028815288890420426	0.5655845219419927	-0.014041254681978359	-12633.794783656702	-1764.8707331558608	-472.28593679986795
6120000	-14863.978551938455	-467.5892553413963	-14396.389296597059	45.031389984506866	42.03274738561485	35.56002934547428	34.74033970712125	0.1311596133739305	4.401417891127097	0.16636352833789478	0.2675263647063176	0.23096251940271936	0.3351475875530684	0.7623114583327851	0.0029403943041032693	0.42716875161515977	0.0030190207682110025	0.4529345961557942	0.061452971705834275	-12631.518563441197	-1764.8707331558608	-460.0777806689722
6140000	-14858.7227390472	-471.1427694302007	-14387.579969617	44.26014384680138	42.07000524215532	43.55786481638897	34.655064573533956	0.13294997079771587	3.749578775213287	0.16636352833789478	0.25908941865907026	0.23669270910989856	0.3378543438931365	0.8562270220456736	0.0032506285672509747	0.5001166499317081	0.0032511775758947183	0.6392159679464722	-0.030889172725540228	-12622.70923646114	-1764.8707331558608	-462.61611405088746
6160000	-14902.301102244253	-481.7367056698116	-14420.564396574442	48.680874647702296	47.54047554770554	33.95524056763706	33.753364026544645	0.13069863724512873	4.1994241907097924	0.17988288626560484	0.24652321534795604	0.23658299230266977	0.3370109060837695	0.8758993704770021	0.0028338238412585204	0.4471578657288317	0.0028900317325359216	0.44798552728522023	-0.04193604175169162	-12655.693663418582	-1764.8707331558608	-472.46223335217076
6180000	-14873.169819284267	-474.4156239394724	-14398.754195344794	42.08231106101062	39.60517415771056	37.60170464989824	37.42340322405116	0.12030325835924265	4.249813404044969	0.17988288626560484	0.2602633398846182	0.23224188200229529	0.3276118918474818	0.8134329452918014	0.0029864809019614865	0.4386381294429529	0.003115453136435391	0.4742293350377988	-0.059759038934109714	-12633.883462188935	-1764.8707331558608	-466.5355115237613
6200000	-14875.296748512354	-470.4827087411336	-14404.81403977122	41.60923906944319	41.56232908616029	33.58461885932763	30.281840761368844	0.12656849460814054	3.855066423152095	0.16970173860532214	0.2563509308684814	0.2245338088128905	0.34941352171330614	0.7892028115087557	0.003150931521765625	0.4313878219408155	0.003247825804868066	0.488327364220138	0.05196175945280211	-12639.94330661536	-1764.8707331558608	-461.68602458631113
6220000	-14855.994212699892	-472.9662730133079	-14383.027939686584	44.8590146117884	44.664923152910575	35.78313121124004	32.73534430899293	0.12824429003621585	4.2520067092766825	0.17512515635645082	0.2775477284844315	0.22406391936183573	0.32326319579728213	0.8504892770310952	0.0029951056986739395	0.5755133092735758	0.0030660162677426253	0.6546608161430342	-0.016115859535461644	-12618.157206530723	-1764.8707331558608	-464.7292334277399
6240000	-14860.16701783131	-469.430039545114	-14390.736978286197	42.351974528221014	40.64296607424185	33.935000553917625	32.571770617716396	0.148061278345856	4.079535939563162	0.17065568959392222	0.26034258869342014	0.22055422746293224	0.34844749424972554	0.8640685781697546	0.003086922106804349	0.5263817438260752	0.0033233560811961782	0.5928296205407767	-0.06445432024117459	-12625.866245130335	-1764.8707331558608	-460.7754722794515
6260000	-14877.740123344654	-501.77046811846617	-14375.969655226188	44.11350086605953	43.907302596072306	38.819723423270204	35.0968160104785	0.10339530314266945	4.252528937908582	0.16991808025607905	0.24748148240198484	0.23733131194576718	0.3452691253961691	0.8567560240718607	0.0025499433864229733	0.5995494374746368	0.002526593349859054	0.6707572660187454	0.0292019306582965	-12611.098922070329	-1764.8707331558608	-494.1802123987908
6280000	-14879.402583017853	-491.0408102267554	-14388.361772791097	42.012716742710914	41.18853333238939	37.874602599346495	36.91339501393165	0.11540694279034985	4.408567181823732	0.15958224304965804	0.260883669449172	0.24317298368114407	0.33636110382002604	0.7859345530423401	0.0026042745519734606	0.5648917300942731	0.002712470819753182	0.6312154548973177	0.14552629841077747	-12623.491039635237	-1764.8707331558608	-483.34173526575415
6300000	-14931.456546811132	-510.4277402673468	-14421.028806543785	45.69697462368327	44.02213401668707	40.28072334111377	38.30519597396676	0.10308180097129929	3.639215755070961	0.18499695839854055	0.2702187082916097	0.2269795601566135	0.3178047731532364	0.8067354299137971	0.002289429949233085	0.5825457152176883	0.0023760257774604527	0.5931626885218982	-0.08003786356563593	-12656.158073387924	-1764.8707331558608	-502.7566380992795
6320000	-14879.493445662927	-486.3527096917782	-14393.140735971148	44.51797345645059	40.64514836389521	36.37208796066581	35.09740962563987	0.11568579206772332	4.044143733509335	0.16509725545067205	0.27212550260957585	0.23551932525235736	0.32725791668739496	0.8782653764709285	0.0028160023721979072	0.5307070012608904	0.0028969077252920714	0.5585796441501922	-0.05267616740833017	-12628.270002815289	-1764.8707331558608	-478.7329441781095
6340000	-14942.933785661866	-515.6618742220192	-14427.271911439846	49.40122861562336	47.81025329626778	40.01365877441199	38.605956230917045	0.09644358151513013	4.0997423381852345	0.16982706376950013	0.24831726538558613	0.22624149364364016	0.3556141772012738	0.7596828230784227	0.0021600360839845703	0.5383443044053259	0.002311197038118681	0.5515588405857607	0.014079206025681868	-12662.401178283984	-1764.8707331558608	-506.7659776958952
6360000	-14895.43799186058	-495.0321422140498	-14400.40584964653	45.5533034584184	44.86033910544766	39.146343961747995	28.28966312876761	0.11879549584905962	3.8539114597118043	0.17533362549809686	0.24831726538558613	0.22624149364364016	0.3501076154726771	0.7494254907939459	0.00260768975850588	0.5896183520635946	0.0026827016407214733	0.6183080486579265	0.041757590902182416	-12635.535116490668	-1764.8707331558608	-486.1153817642165
6380000	-14885.828640886812	-476.4571638230634	-14409.371477063749	44.27187470314623	42.3139052790582	35.634043304234204	34.516332619332154	0.13249458904007647	4.291868635965817	0.17533362549809686	0.24831726538558613	0.25084509367781826	0.325504015438499	0.832998713476934	0.0030513459563523554	0.5315897774445282	0.002973914610690245	0.5891180995276277	-0.036715310732680285	-12644.500743907887	-1764.8707331558608	-468.6094539860649
6400000	-14858.036202582893	-474.06260870663573	-14383.973593876257	42.92637467847631	39.262478960275494	38.14631643790686	36.36992639725594	0.11315990342521946	4.03985359187976	0.17533362549809686	0.24831726538558613	0.24688432764696222	0.3294647814693551	0.8486646910863083	0.003157680771814946	0.5519166447490277	0.0032366059909524976	0.6357152953990001	0.012560826982422706	-12619.102860720397	-1764.8707331558608	-466.13659233912193
6420000	-14864.187296528273	-477.21814527034667	-14386.969151257927	41.84358965527409	40.87770612237997	37.025943622894204	35.61524799810407	0.1315735913600136	4.0564048416208465	0.1822465341251405	0.24229497327599267	0.23143737406833578	0.34402111853053136	0.8015788532939425	0.002985814305454729	0.5808359972984971	0.002863681419811644	0.6314586204929251	-0.09080405219113231	-12622.098418102065	-1764.8707331558608	-469.36690638636276
6440000	-14892.923724817752	-490.28482639163457	-14402.638898426118	43.12090463889306	41.18134892017454	37.286631080758404	36.41788820166518	0.11930950068984765	4.0564048416208465	0.17674706819982441	0.25863366820749656	0.24079978151333636	0.32381948207934297	1.0445459437245548	0.0029952384584667154	0.5112309776763687	0.002947777233423861	0.550000316899527	-0.03079341624559418	-12637.768165270258	-1764.8707331558608	-482.25208719180847
6460000	-14903.880803751921	-516.3076998740851	-14387.573103877836	45.920858590615566	43.335651881779	41.239862373102135	30.103286346648886	0.10628282564884416	4.029201814800125	0.18760528458268264	0.24472503139902507	0.23653539667744752	0.3311342873408451	0.810750384491074	0.00263559218760595	0.6091705669764479	0.002439698976666178	0.6372753502832763	0.044865470731671415	-12622.702370721974	-1764.8707331558608	-507.8147384046998
6480000	-14890.17310892788	-494.00970772971056	-14396.16340119817	43.34648829541408	43.049137142374406	35.27505767687032	33.86113593948721	0.11514928256356359	4.029201814800125	0.1835101065246833	0.2500061822414968	0.2300597586405623	0.3364239525932579	0.8545565435302294	0.002678859640172867	0.545661501491846	0.0027139230959186108	0.5557142388035627	0.04148721928419758	-12631.292668042308	-1764.8707331558608	-486.2498361542717
6500000	-14891.135818683113	-494.5660440907494	-14396.569774592364	44.68108649402487	38.74403425063072	41.07193535923792	30.49578076798499	0.11236667203495407	4.110002486699361	0.1786571994492517	0.2555527611280126	0.22649503839808555	0.3392950010246504	0.8197092669174729	0.0029024246784761245	0.5658493022817642	0.0027836860412057828	0.5776269736259704	0.044714758210097155	-12631.699041436503	-1764.8707331558608	-485.860693716385
6520000	-14902.379613045721	-503.1336068822185	-14399.246006163503	46.016001136473854	45.2839905222343	36.75035081074319	34.07279589082341	0.09520092944205678	4.267947545192467	0.16452887567308924	0.24755074303309021	0.2400998004321088	0.34782058086171197	0.7731283702660473	0.0024447297048131936	0.5319676726216219	0.002374588745014732	0.5290462122911126	-0.0017957100123267293	-12634.375273007641	-1764.8707331558608	-495.6256430847288
